GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),PlayerType(PlayerType-1),PlayerType(PlayerType-0),Winner(PlayerIdx)
-400394132,Connect4,12,GAME_OVER,26,1,2,34,rmhc,1.0,-1.0,random,1,rmhc,1,2,2,random,random,rmhc,1
-1422203009,Connect4,6,GAME_OVER,13,0,2,35,mcts,-1.0,1.0,OSLA,2,mcts,2,1,1,OSLA,OSLA,mcts,0
-1113178468,Connect4,5,GAME_OVER,11,0,2,36,BasicMCTS,-1.0,1.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
-175367348,Connect4,6,GAME_OVER,14,1,2,37,rhea,1.0,-1.0,BasicMCTS,1,rhea,1,2,2,BasicMCTS,BasicMCTS,rhea,1
1362911089,Connect4,5,GAME_OVER,12,1,2,38,rmhc,1.0,-1.0,OSLA,1,rmhc,1,2,2,OSLA,OSLA,rmhc,1
-347120262,Connect4,4,GAME_OVER,10,1,2,39,FirstAction,1.0,-1.0,mcts,1,FirstAction,1,2,2,mcts,mcts,FirstAction,1
1416514647,Connect4,3,GAME_OVER,8,1,2,40,random,1.0,-1.0,rhea,1,random,1,2,2,rhea,rhea,random,1
-1570736736,Connect4,15,GAME_OVER,31,0,2,41,mcts,-1.0,1.0,BasicMCTS,2,mcts,2,1,1,BasicMCTS,BasicMCTS,mcts,0
-1532681659,Connect4,3,GAME_OVER,8,1,2,42,random,1.0,-1.0,FirstAction,1,random,1,2,2,FirstAction,FirstAction,random,1
2038358424,Connect4,9,GAME_OVER,20,1,2,43,rmhc,1.0,-1.0,OSLA,1,rmhc,1,2,2,OSLA,OSLA,rmhc,1
1950377550,Connect4,3,GAME_OVER,7,0,2,44,rhea,-1.0,1.0,random,2,rhea,2,1,1,random,random,rhea,0
-389679841,Connect4,7,GAME_OVER,15,0,2,45,OSLA,-1.0,1.0,rmhc,2,OSLA,2,1,1,rmhc,rmhc,OSLA,0
