GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),PlayerType(PlayerType-1),PlayerType(PlayerType-0),Winner(PlayerIdx)
-1652369011,Connect4,7,GAME_OVER,15,0,2,46,mcts,-1.0,1.0,BasicMCTS,2,mcts,2,1,1,BasicMCTS,BasicMCTS,mcts,0
649728961,Connect4,4,GAME_OVER,10,1,2,47,FirstAction,1.0,-1.0,mcts,1,FirstAction,1,2,2,mcts,mcts,FirstAction,1
1939385821,Connect4,12,GAME_OVER,26,1,2,48,rhea,1.0,-1.0,BasicMCTS,1,rhea,1,2,2,BasicMCTS,BasicMCTS,rhea,1
-765151654,Connect4,5,GAME_OVER,11,0,2,49,OSLA,-1.0,1.0,rmhc,2,OSLA,2,1,1,rmhc,rmhc,OSLA,0
-382843140,Connect4,5,GAME_OVER,12,1,2,50,random,1.0,-1.0,FirstAction,1,random,1,2,2,FirstAction,FirstAction,random,1
1616233144,Connect4,11,GAME_OVER,24,1,2,51,random,1.0,-1.0,BasicMCTS,1,random,1,2,2,BasicMCTS,BasicMCTS,random,1
-1825767405,Connect4,3,GAME_OVER,7,0,2,52,FirstAction,-1.0,1.0,OSLA,2,FirstAction,2,1,1,OSLA,OSLA,FirstAction,0
-1681345762,Connect4,4,GAME_OVER,9,0,2,53,rhea,-1.0,1.0,rmhc,2,rhea,2,1,1,rmhc,rmhc,rhea,0
-1466223696,Connect4,5,GAME_OVER,11,0,2,54,mcts,-1.0,1.0,random,2,mcts,2,1,1,random,random,mcts,0
-898042700,Connect4,3,GAME_OVER,8,1,2,55,rmhc,1.0,-1.0,BasicMCTS,1,rmhc,1,2,2,BasicMCTS,BasicMCTS,rmhc,1
-622095176,Connect4,3,GAME_OVER,7,0,2,56,FirstAction,-1.0,1.0,rhea,2,FirstAction,2,1,1,rhea,rhea,FirstAction,0
-1621553363,Connect4,4,GAME_OVER,9,0,2,57,mcts,-1.0,1.0,OSLA,2,mcts,2,1,1,OSLA,OSLA,mcts,0
2021511387,Connect4,13,GAME_OVER,28,1,2,58,random,1.0,-1.0,rmhc,1,random,1,2,2,rmhc,rmhc,random,1
-1677040338,Connect4,3,GAME_OVER,7,0,2,59,rhea,-1.0,1.0,FirstAction,2,rhea,2,1,1,FirstAction,FirstAction,rhea,0
1955989905,Connect4,25,GAME_OVER,52,1,2,60,mcts,1.0,-1.0,BasicMCTS,1,mcts,1,2,2,BasicMCTS,BasicMCTS,mcts,1
-1876231119,Connect4,4,GAME_OVER,10,1,2,61,OSLA,1.0,-1.0,rhea,1,OSLA,1,2,2,rhea,rhea,OSLA,1
-1294795098,Connect4,3,GAME_OVER,7,0,2,62,mcts,-1.0,1.0,OSLA,2,mcts,2,1,1,OSLA,OSLA,mcts,0
127372284,Connect4,8,GAME_OVER,18,1,2,63,rmhc,1.0,-1.0,BasicMCTS,1,rmhc,1,2,2,BasicMCTS,BasicMCTS,rmhc,1
-991207967,Connect4,9,GAME_OVER,20,1,2,64,random,1.0,-1.0,FirstAction,1,random,1,2,2,FirstAction,FirstAction,random,1
1049258221,Connect4,3,GAME_OVER,8,1,2,65,rmhc,1.0,-1.0,mcts,1,rmhc,1,2,2,mcts,mcts,rmhc,1
-2039767727,Connect4,3,GAME_OVER,8,1,2,66,OSLA,1.0,-1.0,BasicMCTS,1,OSLA,1,2,2,BasicMCTS,BasicMCTS,OSLA,1
1908179359,Connect4,3,GAME_OVER,7,0,2,67,FirstAction,-1.0,1.0,random,2,FirstAction,2,1,1,random,random,FirstAction,0
1115136563,Connect4,3,GAME_OVER,7,0,2,68,rhea,-1.0,1.0,random,2,rhea,2,1,1,random,random,rhea,0
-1493045323,Connect4,4,GAME_OVER,10,1,2,69,rmhc,1.0,-1.0,FirstAction,1,rmhc,1,2,2,FirstAction,FirstAction,rmhc,1
-394703714,Connect4,3,GAME_OVER,8,1,2,70,OSLA,1.0,-1.0,mcts,1,OSLA,1,2,2,mcts,mcts,OSLA,1
-432712488,Connect4,3,GAME_OVER,7,0,2,71,BasicMCTS,-1.0,1.0,rhea,2,BasicMCTS,2,1,1,rhea,rhea,BasicMCTS,0
491282519,Connect4,3,GAME_OVER,7,0,2,72,mcts,-1.0,1.0,rhea,2,mcts,2,1,1,rhea,rhea,mcts,0
-884033504,Connect4,6,GAME_OVER,13,0,2,73,OSLA,-1.0,1.0,rmhc,2,OSLA,2,1,1,rmhc,rmhc,OSLA,0
991772015,Connect4,3,GAME_OVER,8,1,2,74,random,1.0,-1.0,FirstAction,1,random,1,2,2,FirstAction,FirstAction,random,1
-835279488,Connect4,15,GAME_OVER,31,0,2,75,BasicMCTS,-1.0,1.0,OSLA,2,BasicMCTS,2,1,1,OSLA,OSLA,BasicMCTS,0
288423849,Connect4,4,GAME_OVER,9,0,2,76,FirstAction,-1.0,1.0,rhea,2,FirstAction,2,1,1,rhea,rhea,FirstAction,0
306462715,Connect4,5,GAME_OVER,12,1,2,77,random,1.0,-1.0,BasicMCTS,1,random,1,2,2,BasicMCTS,BasicMCTS,random,1
-1595934290,Connect4,4,GAME_OVER,10,1,2,78,rmhc,1.0,-1.0,mcts,1,rmhc,1,2,2,mcts,mcts,rmhc,1
372545689,Connect4,6,GAME_OVER,14,1,2,79,rmhc,1.0,-1.0,OSLA,1,rmhc,1,2,2,OSLA,OSLA,rmhc,1
-1791317608,Connect4,3,GAME_OVER,7,0,2,80,mcts,-1.0,1.0,random,2,mcts,2,1,1,random,random,mcts,0
594493312,Connect4,3,GAME_OVER,7,0,2,81,FirstAction,-1.0,1.0,rhea,2,FirstAction,2,1,1,rhea,rhea,FirstAction,0
1375946348,Connect4,22,GAME_OVER,45,0,2,82,BasicMCTS,-1.0,1.0,mcts,2,BasicMCTS,2,1,1,mcts,mcts,BasicMCTS,0
-1004766817,Connect4,3,GAME_OVER,7,0,2,83,BasicMCTS,-1.0,1.0,OSLA,2,BasicMCTS,2,1,1,OSLA,OSLA,BasicMCTS,0
714044006,Connect4,13,GAME_OVER,28,1,2,84,random,1.0,-1.0,rmhc,1,random,1,2,2,rmhc,rmhc,random,1
1418075335,Connect4,3,GAME_OVER,7,0,2,85,FirstAction,-1.0,1.0,rhea,2,FirstAction,2,1,1,rhea,rhea,FirstAction,0
1141736524,Connect4,11,GAME_OVER,23,0,2,86,mcts,-1.0,1.0,BasicMCTS,2,mcts,2,1,1,BasicMCTS,BasicMCTS,mcts,0
443981092,Connect4,4,GAME_OVER,9,0,2,87,rhea,-1.0,1.0,random,2,rhea,2,1,1,random,random,rhea,0
-68629972,Connect4,3,GAME_OVER,8,1,2,88,rmhc,1.0,-1.0,OSLA,1,rmhc,1,2,2,OSLA,OSLA,rmhc,1
1822990971,Connect4,3,GAME_OVER,7,0,2,89,FirstAction,-1.0,1.0,rhea,2,FirstAction,2,1,1,rhea,rhea,FirstAction,0
268448290,Connect4,5,GAME_OVER,12,1,2,90,random,1.0,-1.0,mcts,1,random,1,2,2,mcts,mcts,random,1
1043028123,Connect4,10,GAME_OVER,22,1,2,91,OSLA,1.0,-1.0,BasicMCTS,1,OSLA,1,2,2,BasicMCTS,BasicMCTS,OSLA,1
-1199211999,Connect4,3,GAME_OVER,7,0,2,92,FirstAction,-1.0,1.0,rmhc,2,FirstAction,2,1,1,rmhc,rmhc,FirstAction,0
1398271441,Connect4,3,GAME_OVER,7,0,2,93,BasicMCTS,-1.0,1.0,OSLA,2,BasicMCTS,2,1,1,OSLA,OSLA,BasicMCTS,0
648115670,Connect4,6,GAME_OVER,13,0,2,94,rhea,-1.0,1.0,rmhc,2,rhea,2,1,1,rmhc,rmhc,rhea,0
1962877811,Connect4,5,GAME_OVER,12,1,2,95,random,1.0,-1.0,mcts,1,random,1,2,2,mcts,mcts,random,1
-1960070630,Connect4,3,GAME_OVER,7,0,2,96,FirstAction,-1.0,1.0,random,2,FirstAction,2,1,1,random,random,FirstAction,0
36358070,Connect4,3,GAME_OVER,7,0,2,97,mcts,-1.0,1.0,rhea,2,mcts,2,1,1,rhea,rhea,mcts,0
375050126,Connect4,6,GAME_OVER,13,0,2,98,FirstAction,-1.0,1.0,rmhc,2,FirstAction,2,1,1,rmhc,rmhc,FirstAction,0
1468478823,Connect4,6,GAME_OVER,14,1,2,99,OSLA,1.0,-1.0,BasicMCTS,1,OSLA,1,2,2,BasicMCTS,BasicMCTS,OSLA,1
-218109356,Connect4,4,GAME_OVER,10,1,2,100,FirstAction,1.0,-1.0,mcts,1,FirstAction,1,2,2,mcts,mcts,FirstAction,1
-3023545,Connect4,6,GAME_OVER,13,0,2,101,BasicMCTS,-1.0,1.0,OSLA,2,BasicMCTS,2,1,1,OSLA,OSLA,BasicMCTS,0
1504533260,Connect4,3,GAME_OVER,7,0,2,102,rhea,-1.0,1.0,random,2,rhea,2,1,1,random,random,rhea,0
731461140,Connect4,5,GAME_OVER,12,1,2,103,rmhc,1.0,-1.0,mcts,1,rmhc,1,2,2,mcts,mcts,rmhc,1
-784229007,Connect4,4,GAME_OVER,9,0,2,104,BasicMCTS,-1.0,1.0,OSLA,2,BasicMCTS,2,1,1,OSLA,OSLA,BasicMCTS,0
-1136489594,Connect4,6,GAME_OVER,13,0,2,105,rmhc,-1.0,1.0,random,2,rmhc,2,1,1,random,random,rmhc,0
-362921133,Connect4,3,GAME_OVER,7,0,2,106,FirstAction,-1.0,1.0,rhea,2,FirstAction,2,1,1,rhea,rhea,FirstAction,0
1364054475,Connect4,3,GAME_OVER,7,0,2,107,FirstAction,-1.0,1.0,random,2,FirstAction,2,1,1,random,random,FirstAction,0
814423744,Connect4,4,GAME_OVER,9,0,2,108,BasicMCTS,-1.0,1.0,rmhc,2,BasicMCTS,2,1,1,rmhc,rmhc,BasicMCTS,0
1075196489,Connect4,3,GAME_OVER,8,1,2,109,OSLA,1.0,-1.0,mcts,1,OSLA,1,2,2,mcts,mcts,OSLA,1
-1568387951,Connect4,3,GAME_OVER,7,0,2,110,rhea,-1.0,1.0,OSLA,2,rhea,2,1,1,OSLA,OSLA,rhea,0
-1781053528,Connect4,3,GAME_OVER,7,0,2,111,mcts,-1.0,1.0,FirstAction,2,mcts,2,1,1,FirstAction,FirstAction,mcts,0
-1606283071,Connect4,3,GAME_OVER,7,0,2,112,BasicMCTS,-1.0,1.0,rhea,2,BasicMCTS,2,1,1,rhea,rhea,BasicMCTS,0
-543735179,Connect4,8,GAME_OVER,17,0,2,113,rmhc,-1.0,1.0,random,2,rmhc,2,1,1,random,random,rmhc,0
1674156088,Connect4,29,GAME_OVER,60,1,2,114,BasicMCTS,1.0,-1.0,mcts,1,BasicMCTS,1,2,2,mcts,mcts,BasicMCTS,1
166348003,Connect4,4,GAME_OVER,9,0,2,115,rhea,-1.0,1.0,random,2,rhea,2,1,1,random,random,rhea,0
-1111867417,Connect4,3,GAME_OVER,7,0,2,116,FirstAction,-1.0,1.0,rmhc,2,FirstAction,2,1,1,rmhc,rmhc,FirstAction,0
-1814791316,Connect4,4,GAME_OVER,9,0,2,117,OSLA,-1.0,1.0,random,2,OSLA,2,1,1,random,random,OSLA,0
-1933375635,Connect4,3,GAME_OVER,8,1,2,118,OSLA,1.0,-1.0,rhea,1,OSLA,1,2,2,rhea,rhea,OSLA,1
-427253403,Connect4,4,GAME_OVER,10,1,2,119,FirstAction,1.0,-1.0,mcts,1,FirstAction,1,2,2,mcts,mcts,FirstAction,1
-194714209,Connect4,3,GAME_OVER,7,0,2,120,BasicMCTS,-1.0,1.0,rmhc,2,BasicMCTS,2,1,1,rmhc,rmhc,BasicMCTS,0
-2069492797,Connect4,5,GAME_OVER,11,0,2,121,FirstAction,-1.0,1.0,rmhc,2,FirstAction,2,1,1,rmhc,rmhc,FirstAction,0
-1770987610,Connect4,5,GAME_OVER,12,1,2,122,OSLA,1.0,-1.0,mcts,1,OSLA,1,2,2,mcts,mcts,OSLA,1
803393950,Connect4,3,GAME_OVER,7,0,2,123,BasicMCTS,-1.0,1.0,random,2,BasicMCTS,2,1,1,random,random,BasicMCTS,0
729978769,Connect4,5,GAME_OVER,12,1,2,124,rhea,1.0,-1.0,mcts,1,rhea,1,2,2,mcts,mcts,rhea,1
1696041272,Connect4,3,GAME_OVER,8,1,2,125,random,1.0,-1.0,BasicMCTS,1,random,1,2,2,BasicMCTS,BasicMCTS,random,1
-820865651,Connect4,3,GAME_OVER,8,1,2,126,rmhc,1.0,-1.0,rhea,1,rmhc,1,2,2,rhea,rhea,rmhc,1
1274945941,Connect4,3,GAME_OVER,7,0,2,127,OSLA,-1.0,1.0,FirstAction,2,OSLA,2,1,1,FirstAction,FirstAction,OSLA,0
309225253,Connect4,10,GAME_OVER,22,1,2,128,BasicMCTS,1.0,-1.0,mcts,1,BasicMCTS,1,2,2,mcts,mcts,BasicMCTS,1
-211487773,Connect4,3,GAME_OVER,7,0,2,129,FirstAction,-1.0,1.0,rmhc,2,FirstAction,2,1,1,rmhc,rmhc,FirstAction,0
900850219,Connect4,3,GAME_OVER,7,0,2,130,rhea,-1.0,1.0,random,2,rhea,2,1,1,random,random,rhea,0
656084288,Connect4,3,GAME_OVER,8,1,2,131,OSLA,1.0,-1.0,mcts,1,OSLA,1,2,2,mcts,mcts,OSLA,1
-654510776,Connect4,10,GAME_OVER,22,1,2,132,rmhc,1.0,-1.0,OSLA,1,rmhc,1,2,2,OSLA,OSLA,rmhc,1
367540394,Connect4,3,GAME_OVER,7,0,2,133,rhea,-1.0,1.0,random,2,rhea,2,1,1,random,random,rhea,0
157779522,Connect4,3,GAME_OVER,7,0,2,134,BasicMCTS,-1.0,1.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
-742897131,Connect4,6,GAME_OVER,14,1,2,135,rmhc,1.0,-1.0,BasicMCTS,1,rmhc,1,2,2,BasicMCTS,BasicMCTS,rmhc,1
936541807,Connect4,6,GAME_OVER,14,1,2,136,rhea,1.0,-1.0,mcts,1,rhea,1,2,2,mcts,mcts,rhea,1
1110959865,Connect4,6,GAME_OVER,13,0,2,137,OSLA,-1.0,1.0,random,2,OSLA,2,1,1,random,random,OSLA,0
-492937223,Connect4,4,GAME_OVER,10,1,2,138,FirstAction,1.0,-1.0,mcts,1,FirstAction,1,2,2,mcts,mcts,FirstAction,1
-1127983648,Connect4,3,GAME_OVER,8,1,2,139,OSLA,1.0,-1.0,FirstAction,1,OSLA,1,2,2,FirstAction,FirstAction,OSLA,1
-650173733,Connect4,3,GAME_OVER,7,0,2,140,BasicMCTS,-1.0,1.0,random,2,BasicMCTS,2,1,1,random,random,BasicMCTS,0
-1567683149,Connect4,3,GAME_OVER,7,0,2,141,rhea,-1.0,1.0,rmhc,2,rhea,2,1,1,rmhc,rmhc,rhea,0
968865470,Connect4,23,GAME_OVER,47,0,2,142,mcts,-1.0,1.0,BasicMCTS,2,mcts,2,1,1,BasicMCTS,BasicMCTS,mcts,0
2002296535,Connect4,3,GAME_OVER,7,0,2,143,rhea,-1.0,1.0,random,2,rhea,2,1,1,random,random,rhea,0
375451423,Connect4,8,GAME_OVER,18,1,2,144,FirstAction,1.0,-1.0,OSLA,1,FirstAction,1,2,2,OSLA,OSLA,FirstAction,1
-2103348381,Connect4,11,GAME_OVER,23,0,2,145,rmhc,-1.0,1.0,random,2,rmhc,2,1,1,random,random,rmhc,0
1342038375,Connect4,7,GAME_OVER,15,0,2,146,mcts,-1.0,1.0,rhea,2,mcts,2,1,1,rhea,rhea,mcts,0
1400281323,Connect4,4,GAME_OVER,9,0,2,147,BasicMCTS,-1.0,1.0,rmhc,2,BasicMCTS,2,1,1,rmhc,rmhc,BasicMCTS,0
-96507681,Connect4,3,GAME_OVER,7,0,2,148,FirstAction,-1.0,1.0,OSLA,2,FirstAction,2,1,1,OSLA,OSLA,FirstAction,0
528391606,Connect4,3,GAME_OVER,7,0,2,149,rhea,-1.0,1.0,OSLA,2,rhea,2,1,1,OSLA,OSLA,rhea,0
580954778,Connect4,3,GAME_OVER,7,0,2,150,mcts,-1.0,1.0,FirstAction,2,mcts,2,1,1,FirstAction,FirstAction,mcts,0
-638561184,Connect4,3,GAME_OVER,7,0,2,151,BasicMCTS,-1.0,1.0,random,2,BasicMCTS,2,1,1,random,random,BasicMCTS,0
-41114663,Connect4,9,GAME_OVER,19,0,2,152,rmhc,-1.0,1.0,rhea,2,rmhc,2,1,1,rhea,rhea,rmhc,0
-380019667,Connect4,3,GAME_OVER,8,1,2,153,random,1.0,-1.0,FirstAction,1,random,1,2,2,FirstAction,FirstAction,random,1
-1450633361,Connect4,3,GAME_OVER,7,0,2,154,mcts,-1.0,1.0,OSLA,2,mcts,2,1,1,OSLA,OSLA,mcts,0
640379295,Connect4,7,GAME_OVER,16,1,2,155,rmhc,1.0,-1.0,BasicMCTS,1,rmhc,1,2,2,BasicMCTS,BasicMCTS,rmhc,1
-1644944599,Connect4,5,GAME_OVER,11,0,2,156,mcts,-1.0,1.0,rhea,2,mcts,2,1,1,rhea,rhea,mcts,0
1899022862,Connect4,3,GAME_OVER,8,1,2,157,OSLA,1.0,-1.0,FirstAction,1,OSLA,1,2,2,FirstAction,FirstAction,OSLA,1
1155036243,Connect4,9,GAME_OVER,19,0,2,158,rmhc,-1.0,1.0,random,2,rmhc,2,1,1,random,random,rmhc,0
1174818378,Connect4,24,GAME_OVER,50,1,2,159,BasicMCTS,1.0,-1.0,mcts,1,BasicMCTS,1,2,2,mcts,mcts,BasicMCTS,1
60820168,Connect4,3,GAME_OVER,7,0,2,160,rhea,-1.0,1.0,random,2,rhea,2,1,1,random,random,rhea,0
-1431110757,Connect4,4,GAME_OVER,9,0,2,161,BasicMCTS,-1.0,1.0,OSLA,2,BasicMCTS,2,1,1,OSLA,OSLA,BasicMCTS,0
906021935,Connect4,3,GAME_OVER,7,0,2,162,FirstAction,-1.0,1.0,rmhc,2,FirstAction,2,1,1,rmhc,rmhc,FirstAction,0
-1642764399,Connect4,3,GAME_OVER,8,1,2,163,OSLA,1.0,-1.0,FirstAction,1,OSLA,1,2,2,FirstAction,FirstAction,OSLA,1
1260479829,Connect4,17,GAME_OVER,35,0,2,164,BasicMCTS,-1.0,1.0,mcts,2,BasicMCTS,2,1,1,mcts,mcts,BasicMCTS,0
1535167110,Connect4,16,GAME_OVER,34,1,2,165,rmhc,1.0,-1.0,random,1,rmhc,1,2,2,random,random,rmhc,1
-62706232,Connect4,3,GAME_OVER,7,0,2,166,rhea,-1.0,1.0,OSLA,2,rhea,2,1,1,OSLA,OSLA,rhea,0
1844342211,Connect4,4,GAME_OVER,9,0,2,167,BasicMCTS,-1.0,1.0,rmhc,2,BasicMCTS,2,1,1,rmhc,rmhc,BasicMCTS,0
-1183809001,Connect4,3,GAME_OVER,7,0,2,168,mcts,-1.0,1.0,FirstAction,2,mcts,2,1,1,FirstAction,FirstAction,mcts,0
-1216514653,Connect4,3,GAME_OVER,7,0,2,169,rhea,-1.0,1.0,random,2,rhea,2,1,1,random,random,rhea,0
-1107139736,Connect4,3,GAME_OVER,7,0,2,170,FirstAction,-1.0,1.0,OSLA,2,FirstAction,2,1,1,OSLA,OSLA,FirstAction,0
2089678120,Connect4,11,GAME_OVER,23,0,2,171,mcts,-1.0,1.0,BasicMCTS,2,mcts,2,1,1,BasicMCTS,BasicMCTS,mcts,0
1468444482,Connect4,13,GAME_OVER,28,1,2,172,random,1.0,-1.0,rmhc,1,random,1,2,2,rmhc,rmhc,random,1
1833699295,Connect4,3,GAME_OVER,7,0,2,173,rhea,-1.0,1.0,FirstAction,2,rhea,2,1,1,FirstAction,FirstAction,rhea,0
-979959618,Connect4,22,GAME_OVER,45,0,2,174,mcts,-1.0,1.0,BasicMCTS,2,mcts,2,1,1,BasicMCTS,BasicMCTS,mcts,0
1229729805,Connect4,9,GAME_OVER,19,0,2,175,OSLA,-1.0,1.0,random,2,OSLA,2,1,1,random,random,OSLA,0
-211626887,Connect4,5,GAME_OVER,11,0,2,176,rhea,-1.0,1.0,rmhc,2,rhea,2,1,1,rmhc,rmhc,rhea,0
566737520,Connect4,3,GAME_OVER,7,0,2,177,FirstAction,-1.0,1.0,rhea,2,FirstAction,2,1,1,rhea,rhea,FirstAction,0
-608441598,Connect4,6,GAME_OVER,14,1,2,178,random,1.0,-1.0,BasicMCTS,1,random,1,2,2,BasicMCTS,BasicMCTS,random,1
-946651617,Connect4,4,GAME_OVER,9,0,2,179,mcts,-1.0,1.0,OSLA,2,mcts,2,1,1,OSLA,OSLA,mcts,0
-782323308,Connect4,3,GAME_OVER,8,1,2,180,rmhc,1.0,-1.0,mcts,1,rmhc,1,2,2,mcts,mcts,rmhc,1
1550042701,Connect4,5,GAME_OVER,11,0,2,181,BasicMCTS,-1.0,1.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
-1317486756,Connect4,4,GAME_OVER,9,0,2,182,rhea,-1.0,1.0,random,2,rhea,2,1,1,random,random,rhea,0
735747324,Connect4,7,GAME_OVER,15,0,2,183,OSLA,-1.0,1.0,rmhc,2,OSLA,2,1,1,rmhc,rmhc,OSLA,0
-86850142,Connect4,3,GAME_OVER,7,0,2,184,rhea,-1.0,1.0,FirstAction,2,rhea,2,1,1,FirstAction,FirstAction,rhea,0
-1271768864,Connect4,5,GAME_OVER,12,1,2,185,random,1.0,-1.0,mcts,1,random,1,2,2,mcts,mcts,random,1
-102646906,Connect4,3,GAME_OVER,7,0,2,186,BasicMCTS,-1.0,1.0,OSLA,2,BasicMCTS,2,1,1,OSLA,OSLA,BasicMCTS,0
-57635321,Connect4,7,GAME_OVER,15,0,2,187,rmhc,-1.0,1.0,random,2,rmhc,2,1,1,random,random,rmhc,0
-631037391,Connect4,6,GAME_OVER,13,0,2,188,BasicMCTS,-1.0,1.0,OSLA,2,BasicMCTS,2,1,1,OSLA,OSLA,BasicMCTS,0
488218618,Connect4,5,GAME_OVER,12,1,2,189,rmhc,1.0,-1.0,rhea,1,rmhc,1,2,2,rhea,rhea,rmhc,1
-1889858385,Connect4,4,GAME_OVER,10,1,2,190,FirstAction,1.0,-1.0,mcts,1,FirstAction,1,2,2,mcts,mcts,FirstAction,1
-623671941,Connect4,3,GAME_OVER,8,1,2,191,OSLA,1.0,-1.0,mcts,1,OSLA,1,2,2,mcts,mcts,OSLA,1
187674316,Connect4,16,GAME_OVER,33,0,2,192,rmhc,-1.0,1.0,random,2,rmhc,2,1,1,random,random,rmhc,0
834216199,Connect4,6,GAME_OVER,14,1,2,193,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
1921493154,Connect4,10,GAME_OVER,22,1,2,194,rhea,1.0,-1.0,rmhc,1,rhea,1,2,2,rmhc,rmhc,rhea,1
174782146,Connect4,4,GAME_OVER,9,0,2,195,BasicMCTS,-1.0,1.0,OSLA,2,BasicMCTS,2,1,1,OSLA,OSLA,BasicMCTS,0
-87646011,Connect4,3,GAME_OVER,7,0,2,196,mcts,-1.0,1.0,rhea,2,mcts,2,1,1,rhea,rhea,mcts,0
1609617282,Connect4,3,GAME_OVER,8,1,2,197,random,1.0,-1.0,FirstAction,1,random,1,2,2,FirstAction,FirstAction,random,1
1760171303,Connect4,6,GAME_OVER,13,0,2,198,mcts,-1.0,1.0,rhea,2,mcts,2,1,1,rhea,rhea,mcts,0
-141553145,Connect4,14,GAME_OVER,30,1,2,199,OSLA,1.0,-1.0,BasicMCTS,1,OSLA,1,2,2,BasicMCTS,BasicMCTS,OSLA,1
1449143091,Connect4,3,GAME_OVER,7,0,2,200,FirstAction,-1.0,1.0,random,2,FirstAction,2,1,1,random,random,FirstAction,0
-954296662,Connect4,3,GAME_OVER,8,1,2,201,rmhc,1.0,-1.0,FirstAction,1,rmhc,1,2,2,FirstAction,FirstAction,rmhc,1
-255868503,Connect4,3,GAME_OVER,7,0,2,202,BasicMCTS,-1.0,1.0,rhea,2,BasicMCTS,2,1,1,rhea,rhea,BasicMCTS,0
-116635895,Connect4,7,GAME_OVER,15,0,2,203,OSLA,-1.0,1.0,rmhc,2,OSLA,2,1,1,rmhc,rmhc,OSLA,0
-1898534082,Connect4,4,GAME_OVER,10,1,2,204,random,1.0,-1.0,mcts,1,random,1,2,2,mcts,mcts,random,1
658393718,Connect4,7,GAME_OVER,16,1,2,205,OSLA,1.0,-1.0,mcts,1,OSLA,1,2,2,mcts,mcts,OSLA,1
2097534744,Connect4,3,GAME_OVER,7,0,2,206,rhea,-1.0,1.0,random,2,rhea,2,1,1,random,random,rhea,0
-1891851982,Connect4,5,GAME_OVER,11,0,2,207,BasicMCTS,-1.0,1.0,FirstAction,2,BasicMCTS,2,1,1,FirstAction,FirstAction,BasicMCTS,0
-331426663,Connect4,10,GAME_OVER,21,0,2,208,rmhc,-1.0,1.0,OSLA,2,rmhc,2,1,1,OSLA,OSLA,rmhc,0
1919103941,Connect4,6,GAME_OVER,14,1,2,209,FirstAction,1.0,-1.0,BasicMCTS,1,FirstAction,1,2,2,BasicMCTS,BasicMCTS,FirstAction,1
-232742384,Connect4,7,GAME_OVER,15,0,2,210,random,-1.0,1.0,rmhc,2,random,2,1,1,rmhc,rmhc,random,0
-236564248,Connect4,5,GAME_OVER,12,1,2,211,rhea,1.0,-1.0,mcts,1,rhea,1,2,2,mcts,mcts,rhea,1
1446486608,Connect4,13,GAME_OVER,27,0,2,212,random,-1.0,1.0,rmhc,2,random,2,1,1,rmhc,rmhc,random,0
-708727847,Connect4,3,GAME_OVER,8,1,2,213,rhea,1.0,-1.0,FirstAction,1,rhea,1,2,2,FirstAction,FirstAction,rhea,1
126679867,Connect4,15,GAME_OVER,31,0,2,214,mcts,-1.0,1.0,BasicMCTS,2,mcts,2,1,1,BasicMCTS,BasicMCTS,mcts,0
12187170,Connect4,5,GAME_OVER,12,1,2,215,OSLA,1.0,-1.0,BasicMCTS,1,OSLA,1,2,2,BasicMCTS,BasicMCTS,OSLA,1
-918417469,Connect4,3,GAME_OVER,7,0,2,216,rhea,-1.0,1.0,rmhc,2,rhea,2,1,1,rmhc,rmhc,rhea,0
-2014151930,Connect4,3,GAME_OVER,7,0,2,217,mcts,-1.0,1.0,OSLA,2,mcts,2,1,1,OSLA,OSLA,mcts,0
127226354,Connect4,4,GAME_OVER,10,1,2,218,random,1.0,-1.0,FirstAction,1,random,1,2,2,FirstAction,FirstAction,random,1
-1842839491,Connect4,3,GAME_OVER,7,0,2,219,mcts,-1.0,1.0,random,2,mcts,2,1,1,random,random,mcts,0
1475141105,Connect4,3,GAME_OVER,7,0,2,220,FirstAction,-1.0,1.0,rhea,2,FirstAction,2,1,1,rhea,rhea,FirstAction,0
1853943462,Connect4,8,GAME_OVER,18,1,2,221,OSLA,1.0,-1.0,BasicMCTS,1,OSLA,1,2,2,BasicMCTS,BasicMCTS,OSLA,1
-914735830,Connect4,3,GAME_OVER,8,1,2,222,rmhc,1.0,-1.0,rhea,1,rmhc,1,2,2,rhea,rhea,rmhc,1
-1291471089,Connect4,4,GAME_OVER,10,1,2,223,OSLA,1.0,-1.0,mcts,1,OSLA,1,2,2,mcts,mcts,OSLA,1
10545401,Connect4,3,GAME_OVER,7,0,2,224,random,-1.0,1.0,FirstAction,2,random,2,1,1,FirstAction,FirstAction,random,0
141548111,Connect4,4,GAME_OVER,9,0,2,225,BasicMCTS,-1.0,1.0,rmhc,2,BasicMCTS,2,1,1,rmhc,rmhc,BasicMCTS,0
